id,name,class,section,rollNo,fatherName,motherName,dateOfBirth,address,phone,schoolId,attendance,marks
3564,Divyansh Jena,Class 2,C,3564,Mr. Ishaan Jena,Mrs. Arnav Jena,2014-12-18,"House 456, Road 3, Puri",9905837611,9,76,"{""social_science"": 58, ""computer_science"": 81, ""mathematics"": 69, ""odia"": 54}"
3565,Khushi Lenka,Class 9,E,3565,Mr. Kavya Lenka,Mrs. Inaya Lenka,2012-11-23,"Plot 123, Road 3, Cuttack",9922120224,9,77,"{""hindi"": 77, ""social_science"": 83, ""science"": 50, ""mathematics"": 77, ""odia"": 83, ""english"": 84, ""computer_science"": 50}"
3566,Pihu Pradhan,Class 4,D,3566,Mr. Reyansh Pradhan,Mrs. Navya Pradhan,2013-12-22,"Village, Street 2, Mayurbhanj",9476070542,9,88,"{""odia"": 49, ""computer_science"": 82, ""mathematics"": 66, ""english"": 75, ""hindi"": 76}"
3567,Pihu Sahoo,Class 9,E,3567,Mr. Kiaan Sahoo,Mrs. Krishna Sahoo,2015-01-03,"House 456, Street 2, Khurda",9616380957,9,80,"{""hindi"": 80, ""social_science"": 77, ""science"": 82, ""odia"": 90, ""computer_science"": 59, ""english"": 93, ""mathematics"": 59}"
3568,Diya Behera,Class 6,E,3568,Mr. Reyansh Behera,Mrs. Riya Behera,2014-12-18,"House 456, Road 3, Cuttack",9316613020,9,89,"{""odia"": 77, ""science"": 91, ""english"": 48, ""social_science"": 87, ""hindi"": 64, ""mathematics"": 70}"
3569,Atharv Senapati,Class 2,A,3569,Mr. Dev Senapati,Mrs. Samarth Senapati,2013-10-26,"Plot 123, Lane 1, Cuttack",9605414574,9,77,"{""social_science"": 76, ""english"": 80, ""mathematics"": 46, ""odia"": 70}"
3570,Navya Naik,Class 7,A,3570,Mr. Pari Naik,Mrs. Prisha Naik,2013-02-13,"Village, Lane 1, Mayurbhanj",9317278559,9,89,"{""english"": 74, ""social_science"": 66, ""computer_science"": 63, ""odia"": 67, ""science"": 59, ""mathematics"": 89}"
3571,Pari Senapati,Class 8,C,3571,Mr. Samarth Senapati,Mrs. Atharv Senapati,2011-03-03,"Village, Lane 1, Khurda",9578968670,9,94,"{""english"": 42, ""computer_science"": 61, ""social_science"": 49, ""science"": 77, ""mathematics"": 51, ""hindi"": 51, ""odia"": 54}"
3572,Darsh Swain,Class 7,B,3572,Mr. Aarav Swain,Mrs. Anika Swain,2011-06-05,"Plot 123, Lane 1, Mayurbhanj",9593237523,9,83,"{""mathematics"": 57, ""science"": 75, ""social_science"": 91, ""hindi"": 67, ""english"": 72, ""computer_science"": 63}"
3573,Navya Patra,Class 9,C,3573,Mr. Anika Patra,Mrs. Neil Patra,2012-05-17,"House 456, Lane 1, Puri",9826976625,9,93,"{""social_science"": 42, ""english"": 71, ""science"": 61, ""hindi"": 55, ""computer_science"": 76, ""mathematics"": 73, ""odia"": 40}"
3574,Raghav Dash,Class 3,E,3574,Mr. Arnav Dash,Mrs. Arnav Dash,2012-12-29,"Plot 123, Road 3, Mayurbhanj",9955470396,9,75,"{""science"": 71, ""social_science"": 56, ""mathematics"": 42, ""english"": 87}"
3575,Rudra Mohapatra,Class 8,D,3575,Mr. Khushi Mohapatra,Mrs. Pari Mohapatra,2014-12-28,"House 456, Street 2, Puri",9660207259,9,91,"{""english"": 90, ""social_science"": 51, ""computer_science"": 51, ""mathematics"": 78, ""hindi"": 56, ""science"": 75, ""odia"": 74}"
3576,Riya Lenka,Class 3,D,3576,Mr. Raghav Lenka,Mrs. Daksh Lenka,2013-12-03,"Village, Road 3, Balasore",9972884777,9,83,"{""mathematics"": 55, ""english"": 91, ""science"": 86, ""hindi"": 75}"
3577,Vivaan Rout,Class 9,E,3577,Mr. Om Rout,Mrs. Krishna Rout,2011-12-22,"House 456, Road 3, Puri",9589671442,9,78,"{""social_science"": 45, ""computer_science"": 83, ""science"": 50, ""odia"": 94, ""english"": 73, ""hindi"": 68, ""mathematics"": 44}"
3578,Daksh Naik,Class 8,B,3578,Mr. Shaurya Naik,Mrs. Aarav Naik,2011-04-24,"House 456, Road 3, Balasore",9391216989,9,79,"{""science"": 95, ""english"": 40, ""social_science"": 77, ""hindi"": 87, ""mathematics"": 47, ""odia"": 56, ""computer_science"": 59}"
3579,Yash Dash,Class 10,C,3579,Mr. Divyansh Dash,Mrs. Arnav Dash,2014-05-17,"House 456, Street 2, Khurda",9736220979,9,75,"{""social_science"": 56, ""mathematics"": 45, ""english"": 54, ""hindi"": 91, ""computer_science"": 83, ""science"": 57, ""odia"": 71}"
3580,Kavya Maharana,Class 4,D,3580,Mr. Aditya Maharana,Mrs. Kian Maharana,2015-09-02,"House 456, Street 2, Mayurbhanj",9230567381,9,92,"{""english"": 54, ""social_science"": 41, ""hindi"": 46, ""odia"": 70, ""science"": 93}"
3581,Rishabh Sahoo,Class 8,B,3581,Mr. Shaurya Sahoo,Mrs. Kian Sahoo,2015-01-06,"Plot 123, Street 2, Khurda",9287541837,9,94,"{""mathematics"": 82, ""odia"": 50, ""social_science"": 79, ""science"": 81, ""english"": 86, ""hindi"": 43, ""computer_science"": 57}"
3582,Rishabh Tripathy,Class 10,C,3582,Mr. Krishna Tripathy,Mrs. Riya Tripathy,2012-05-20,"Village, Lane 1, Balasore",9998577482,9,84,"{""science"": 94, ""odia"": 64, ""mathematics"": 94, ""english"": 84, ""hindi"": 40, ""social_science"": 56, ""computer_science"": 85}"
3583,Arjun Behera,Class 7,A,3583,Mr. Ayaan Behera,Mrs. Aanya Behera,2012-04-27,"Village, Road 3, Khurda",9801555163,9,84,"{""odia"": 47, ""social_science"": 54, ""hindi"": 69, ""computer_science"": 70, ""english"": 63, ""science"": 59}"
3584,Darsh Parida,Class 3,A,3584,Mr. Daksh Parida,Mrs. Arjun Parida,2012-11-17,"House 456, Street 2, Mayurbhanj",9777938225,9,86,"{""hindi"": 78, ""mathematics"": 54, ""social_science"": 59, ""computer_science"": 56}"
3585,Aditya Sharma,Class 3,C,3585,Mr. Vedant Sharma,Mrs. Dev Sharma,2013-03-21,"Plot 123, Road 3, Puri",9480013404,9,94,"{""computer_science"": 68, ""hindi"": 74, ""mathematics"": 82, ""science"": 82}"
3586,Atharv Biswal,Class 7,B,3586,Mr. Diya Biswal,Mrs. Krishna Biswal,2010-10-13,"Village, Street 2, Puri",9137808572,9,89,"{""hindi"": 64, ""science"": 79, ""mathematics"": 77, ""english"": 46, ""social_science"": 46, ""odia"": 50}"
3587,Neil Sahoo,Class 1,B,3587,Mr. Daksh Sahoo,Mrs. Kiaan Sahoo,2013-01-06,"Village, Road 3, Khurda",9203264984,9,91,"{""science"": 49, ""social_science"": 76, ""english"": 86}"
3588,Atharv Swain,Class 10,E,3588,Mr. Inaya Swain,Mrs. Dev Swain,2012-05-07,"Village, Street 2, Cuttack",9858649903,9,89,"{""computer_science"": 70, ""mathematics"": 55, ""science"": 63, ""odia"": 66, ""social_science"": 90, ""hindi"": 53, ""english"": 49}"
3589,Diya Sahu,Class 6,C,3589,Mr. Saanvi Sahu,Mrs. Neil Sahu,2011-10-17,"Village, Road 3, Balasore",9987741357,9,86,"{""mathematics"": 82, ""english"": 94, ""odia"": 91, ""computer_science"": 92, ""hindi"": 89, ""social_science"": 52}"
3590,Kabir Sahoo,Class 10,E,3590,Mr. Aditya Sahoo,Mrs. Atharv Sahoo,2015-07-18,"House 456, Street 2, Khurda",9265319442,9,86,"{""hindi"": 83, ""science"": 86, ""english"": 40, ""mathematics"": 71, ""social_science"": 40, ""computer_science"": 90, ""odia"": 74}"
3591,Daksh Mohanty,Class 4,E,3591,Mr. Rishabh Mohanty,Mrs. Inaya Mohanty,2014-03-26,"Plot 123, Road 3, Balasore",9545489575,9,84,"{""hindi"": 91, ""social_science"": 62, ""odia"": 69, ""computer_science"": 73, ""english"": 77}"
3592,Kian Nayak,Class 1,D,3592,Mr. Sai Nayak,Mrs. Aanya Nayak,2015-07-15,"Village, Road 3, Puri",9818342058,9,88,"{""mathematics"": 40, ""social_science"": 68, ""computer_science"": 82}"
3593,Daksh Biswal,Class 8,A,3593,Mr. Krishna Biswal,Mrs. Sai Biswal,2015-08-22,"House 456, Street 2, Mayurbhanj",9947289928,9,90,"{""computer_science"": 73, ""odia"": 83, ""mathematics"": 57, ""hindi"": 59, ""english"": 57, ""social_science"": 65, ""science"": 45}"
3594,Krishna Patel,Class 1,D,3594,Mr. Kian Patel,Mrs. Khushi Patel,2011-12-11,"Village, Road 3, Cuttack",9177794380,9,75,"{""english"": 65, ""mathematics"": 73, ""odia"": 86}"
3595,Aryan Maharana,Class 5,D,3595,Mr. Vivaan Maharana,Mrs. Om Maharana,2015-07-13,"Village, Lane 1, Puri",9194804701,9,80,"{""hindi"": 76, ""odia"": 57, ""social_science"": 49, ""science"": 55, ""computer_science"": 46}"
3596,Aarav Nayak,Class 9,C,3596,Mr. Samarth Nayak,Mrs. Krishna Nayak,2014-02-25,"Plot 123, Road 3, Cuttack",9306576425,9,89,"{""odia"": 67, ""mathematics"": 69, ""hindi"": 53, ""english"": 86, ""computer_science"": 75, ""social_science"": 85, ""science"": 65}"
3597,Yash Parida,Class 10,D,3597,Mr. Aditya Parida,Mrs. Rudra Parida,2011-07-19,"Village, Road 3, Balasore",9456530639,9,97,"{""hindi"": 66, ""mathematics"": 57, ""computer_science"": 91, ""english"": 94, ""odia"": 51, ""social_science"": 91, ""science"": 89}"
3598,Prisha Biswal,Class 3,C,3598,Mr. Rishabh Biswal,Mrs. Rishabh Biswal,2011-02-23,"Plot 123, Road 3, Balasore",9867091949,9,81,"{""science"": 67, ""computer_science"": 73, ""english"": 40, ""mathematics"": 71}"
3599,Myra Das,Class 4,E,3599,Mr. Vedant Das,Mrs. Pari Das,2012-06-20,"House 456, Road 3, Cuttack",9395217829,9,84,"{""social_science"": 64, ""mathematics"": 55, ""english"": 82, ""hindi"": 56, ""science"": 43}"
3600,Shanaya Behera,Class 3,B,3600,Mr. Myra Behera,Mrs. Pihu Behera,2012-11-06,"House 456, Road 3, Cuttack",9269656465,9,89,"{""science"": 86, ""hindi"": 95, ""english"": 45, ""computer_science"": 68}"
3601,Raghav Biswal,Class 2,D,3601,Mr. Aarav Biswal,Mrs. Yash Biswal,2014-04-20,"Village, Road 3, Balasore",9714476892,9,93,"{""odia"": 81, ""english"": 58, ""science"": 78, ""social_science"": 73}"
3602,Kiaan Patra,Class 10,C,3602,Mr. Shanaya Patra,Mrs. Om Patra,2013-06-25,"Village, Road 3, Mayurbhanj",9726750752,9,84,"{""social_science"": 87, ""science"": 44, ""english"": 89, ""odia"": 49, ""mathematics"": 72, ""computer_science"": 44, ""hindi"": 42}"
3603,Kabir Rout,Class 6,E,3603,Mr. Aryan Rout,Mrs. Ayaan Rout,2011-06-09,"Plot 123, Street 2, Balasore",9546044692,9,97,"{""english"": 95, ""social_science"": 72, ""odia"": 69, ""mathematics"": 47, ""hindi"": 77, ""computer_science"": 61}"
3604,Aditya Nayak,Class 1,D,3604,Mr. Shanaya Nayak,Mrs. Pari Nayak,2012-03-10,"Village, Street 2, Cuttack",9632527149,9,84,"{""hindi"": 90, ""science"": 90, ""mathematics"": 67}"
3605,Arjun Sharma,Class 5,D,3605,Mr. Vihaan Sharma,Mrs. Yash Sharma,2013-12-24,"Village, Road 3, Puri",9842989490,9,89,"{""hindi"": 42, ""english"": 79, ""mathematics"": 74, ""computer_science"": 58, ""science"": 45}"
3606,Inaya Dash,Class 4,C,3606,Mr. Riya Dash,Mrs. Rishabh Dash,2013-08-09,"Village, Lane 1, Puri",9322081830,9,86,"{""social_science"": 54, ""computer_science"": 69, ""english"": 69, ""science"": 65, ""hindi"": 40}"
3607,Sai Samantaray,Class 5,C,3607,Mr. Pihu Samantaray,Mrs. Saanvi Samantaray,2012-06-06,"House 456, Street 2, Puri",9169291119,9,89,"{""social_science"": 55, ""mathematics"": 42, ""hindi"": 93, ""computer_science"": 45, ""science"": 53}"
3608,Anaya Patel,Class 9,E,3608,Mr. Shaurya Patel,Mrs. Aanya Patel,2013-12-01,"House 456, Lane 1, Balasore",9236840102,9,94,"{""science"": 69, ""mathematics"": 55, ""hindi"": 91, ""odia"": 56, ""computer_science"": 69, ""english"": 51, ""social_science"": 66}"
3609,Darsh Mohanty,Class 9,C,3609,Mr. Vivaan Mohanty,Mrs. Aditya Mohanty,2014-02-17,"Village, Lane 1, Mayurbhanj",9402321795,9,85,"{""english"": 45, ""science"": 84, ""social_science"": 80, ""computer_science"": 43, ""odia"": 45, ""mathematics"": 63, ""hindi"": 41}"
3610,Krishna Patra,Class 4,C,3610,Mr. Krishna Patra,Mrs. Reyansh Patra,2013-04-09,"Plot 123, Street 2, Khurda",9408716093,9,82,"{""mathematics"": 90, ""computer_science"": 77, ""science"": 83, ""social_science"": 64, ""english"": 69}"
3611,Raghav Mallick,Class 5,C,3611,Mr. Rudra Mallick,Mrs. Prisha Mallick,2015-08-07,"House 456, Road 3, Cuttack",9909345710,9,87,"{""social_science"": 76, ""odia"": 69, ""english"": 53, ""science"": 55, ""computer_science"": 85}"
3612,Anaya Singh,Class 7,E,3612,Mr. Harsh Singh,Mrs. Avni Singh,2015-08-17,"Village, Road 3, Balasore",9486520245,9,94,"{""computer_science"": 43, ""english"": 60, ""hindi"": 81, ""social_science"": 50, ""science"": 74, ""odia"": 46}"
3613,Anika Sahu,Class 1,C,3613,Mr. Riya Sahu,Mrs. Kabir Sahu,2011-11-17,"House 456, Lane 1, Mayurbhanj",9757518320,9,81,"{""hindi"": 94, ""english"": 75, ""odia"": 83}"
3614,Kavya Tripathy,Class 2,E,3614,Mr. Aadhya Tripathy,Mrs. Om Tripathy,2015-04-13,"Plot 123, Road 3, Mayurbhanj",9492440563,9,79,"{""mathematics"": 94, ""english"": 73, ""computer_science"": 51, ""social_science"": 69}"
3615,Yash Barik,Class 5,A,3615,Mr. Avni Barik,Mrs. Divyansh Barik,2012-03-30,"Village, Lane 1, Cuttack",9908743187,9,80,"{""science"": 53, ""english"": 83, ""computer_science"": 79, ""hindi"": 61, ""mathematics"": 44}"
3616,Shaurya Mishra,Class 1,D,3616,Mr. Inaya Mishra,Mrs. Vedant Mishra,2013-04-18,"Plot 123, Lane 1, Mayurbhanj",9189657197,9,89,"{""mathematics"": 94, ""english"": 69, ""science"": 81}"
3617,Vivaan Maharana,Class 8,E,3617,Mr. Abhinav Maharana,Mrs. Ishaan Maharana,2011-09-14,"Village, Lane 1, Khurda",9753253593,9,79,"{""english"": 91, ""science"": 77, ""mathematics"": 65, ""odia"": 47, ""social_science"": 95, ""hindi"": 72, ""computer_science"": 89}"
3618,Aanya Sharma,Class 4,B,3618,Mr. Inaya Sharma,Mrs. Prisha Sharma,2013-08-09,"Village, Street 2, Balasore",9936594295,9,83,"{""english"": 72, ""mathematics"": 52, ""computer_science"": 78, ""hindi"": 49, ""science"": 94}"
3619,Rudra Mohapatra,Class 8,A,3619,Mr. Pihu Mohapatra,Mrs. Arnav Mohapatra,2014-08-26,"Plot 123, Road 3, Cuttack",9467823732,9,94,"{""odia"": 53, ""hindi"": 50, ""mathematics"": 40, ""english"": 49, ""computer_science"": 91, ""social_science"": 50, ""science"": 43}"
3620,Pihu Mohapatra,Class 10,A,3620,Mr. Arnav Mohapatra,Mrs. Aryan Mohapatra,2013-09-04,"Village, Street 2, Khurda",9681575893,9,87,"{""mathematics"": 94, ""english"": 49, ""science"": 90, ""odia"": 76, ""hindi"": 54, ""social_science"": 70, ""computer_science"": 54}"
3621,Aarav Patra,Class 10,C,3621,Mr. Divyansh Patra,Mrs. Om Patra,2010-10-20,"Village, Street 2, Puri",9348646909,9,84,"{""social_science"": 59, ""computer_science"": 56, ""hindi"": 75, ""english"": 58, ""odia"": 70, ""science"": 54, ""mathematics"": 51}"
3622,Sai Kumar,Class 8,B,3622,Mr. Anika Kumar,Mrs. Harsh Kumar,2015-05-11,"Plot 123, Street 2, Puri",9563278566,9,81,"{""hindi"": 68, ""mathematics"": 49, ""science"": 63, ""odia"": 60, ""computer_science"": 79, ""english"": 44, ""social_science"": 40}"
3623,Dev Rout,Class 3,C,3623,Mr. Divyansh Rout,Mrs. Dev Rout,2012-04-20,"Plot 123, Street 2, Mayurbhanj",9713061654,9,97,"{""english"": 50, ""computer_science"": 41, ""hindi"": 80, ""social_science"": 43}"
3624,Samarth Mallick,Class 9,E,3624,Mr. Aditya Mallick,Mrs. Diya Mallick,2015-06-25,"Plot 123, Road 3, Mayurbhanj",9156703310,9,75,"{""hindi"": 87, ""odia"": 79, ""computer_science"": 73, ""english"": 88, ""mathematics"": 60, ""social_science"": 52, ""science"": 64}"
3625,Darsh Singh,Class 3,B,3625,Mr. Navya Singh,Mrs. Rishabh Singh,2013-07-24,"Plot 123, Street 2, Balasore",9552238938,9,89,"{""odia"": 52, ""computer_science"": 46, ""science"": 94, ""hindi"": 44}"
3626,Darsh Kumar,Class 4,C,3626,Mr. Anika Kumar,Mrs. Arjun Kumar,2013-02-25,"Village, Street 2, Balasore",9364912773,9,76,"{""social_science"": 76, ""science"": 47, ""hindi"": 94, ""computer_science"": 53, ""mathematics"": 47}"
3627,Shivansh Das,Class 8,C,3627,Mr. Kabir Das,Mrs. Diya Das,2014-08-04,"Village, Street 2, Mayurbhanj",9664344242,9,96,"{""science"": 71, ""computer_science"": 43, ""english"": 92, ""odia"": 89, ""social_science"": 67, ""hindi"": 81, ""mathematics"": 46}"
3628,Aarav Tripathy,Class 9,D,3628,Mr. Aadhya Tripathy,Mrs. Arnav Tripathy,2012-09-17,"House 456, Lane 1, Balasore",9813150414,9,90,"{""science"": 64, ""hindi"": 43, ""mathematics"": 57, ""english"": 75, ""computer_science"": 87, ""odia"": 50, ""social_science"": 65}"
3629,Neil Senapati,Class 9,E,3629,Mr. Aadhya Senapati,Mrs. Reyansh Senapati,2013-02-16,"House 456, Lane 1, Khurda",9957274333,9,81,"{""mathematics"": 79, ""science"": 66, ""odia"": 85, ""english"": 51, ""hindi"": 91, ""social_science"": 95, ""computer_science"": 72}"
3630,Pihu Rout,Class 4,B,3630,Mr. Shaurya Rout,Mrs. Om Rout,2015-03-18,"Plot 123, Lane 1, Puri",9987603238,9,78,"{""social_science"": 75, ""computer_science"": 58, ""odia"": 67, ""science"": 81, ""english"": 42}"
3631,Neil Kumar,Class 10,D,3631,Mr. Vihaan Kumar,Mrs. Aryan Kumar,2013-02-16,"Village, Road 3, Puri",9321120171,9,94,"{""mathematics"": 72, ""odia"": 60, ""computer_science"": 50, ""hindi"": 53, ""science"": 93, ""english"": 40, ""social_science"": 41}"
3632,Kian Senapati,Class 3,D,3632,Mr. Prisha Senapati,Mrs. Ayaan Senapati,2011-03-30,"Village, Road 3, Puri",9403279581,9,83,"{""social_science"": 40, ""english"": 95, ""odia"": 75, ""mathematics"": 40}"
3633,Pihu Parida,Class 4,A,3633,Mr. Riya Parida,Mrs. Samarth Parida,2011-01-25,"Village, Lane 1, Puri",9318486046,9,97,"{""english"": 77, ""odia"": 44, ""social_science"": 62, ""mathematics"": 90, ""computer_science"": 50}"
3634,Divyansh Patra,Class 2,E,3634,Mr. Reyansh Patra,Mrs. Darsh Patra,2015-06-16,"Village, Lane 1, Mayurbhanj",9168160618,9,79,"{""english"": 51, ""computer_science"": 76, ""science"": 74, ""mathematics"": 75}"
3635,Harsh Mohanty,Class 6,A,3635,Mr. Kian Mohanty,Mrs. Shanaya Mohanty,2015-01-07,"Plot 123, Road 3, Cuttack",9910369988,9,96,"{""science"": 90, ""english"": 94, ""mathematics"": 54, ""hindi"": 50, ""odia"": 45, ""social_science"": 59}"
3636,Navya Biswal,Class 7,E,3636,Mr. Kavya Biswal,Mrs. Krishna Biswal,2012-06-14,"Plot 123, Street 2, Cuttack",9919331003,9,82,"{""english"": 95, ""science"": 68, ""social_science"": 69, ""mathematics"": 64, ""hindi"": 46, ""computer_science"": 82}"
3637,Anika Senapati,Class 8,B,3637,Mr. Ayaan Senapati,Mrs. Riya Senapati,2013-08-12,"Plot 123, Road 3, Cuttack",9635995135,9,92,"{""hindi"": 48, ""odia"": 58, ""science"": 43, ""mathematics"": 40, ""english"": 55, ""social_science"": 93, ""computer_science"": 47}"
3638,Yash Rout,Class 7,C,3638,Mr. Ayaan Rout,Mrs. Reyansh Rout,2012-04-17,"Plot 123, Street 2, Khurda",9436616665,9,85,"{""science"": 93, ""odia"": 93, ""hindi"": 62, ""english"": 79, ""social_science"": 82, ""computer_science"": 67}"
3639,Rudra Barik,Class 5,A,3639,Mr. Dev Barik,Mrs. Pihu Barik,2013-01-02,"House 456, Lane 1, Balasore",9993494030,9,87,"{""hindi"": 68, ""mathematics"": 53, ""science"": 79, ""computer_science"": 91, ""social_science"": 41}"
3640,Yash Kar,Class 7,A,3640,Mr. Kian Kar,Mrs. Diya Kar,2014-02-24,"Village, Road 3, Puri",9700605792,9,93,"{""english"": 59, ""mathematics"": 74, ""science"": 47, ""hindi"": 80, ""social_science"": 87, ""computer_science"": 57}"
3641,Ishaan Mallick,Class 10,A,3641,Mr. Ayaan Mallick,Mrs. Prisha Mallick,2014-08-02,"House 456, Lane 1, Balasore",9968656383,9,91,"{""odia"": 48, ""social_science"": 70, ""science"": 46, ""english"": 61, ""mathematics"": 93, ""computer_science"": 70, ""hindi"": 89}"
3642,Atharv Maharana,Class 3,E,3642,Mr. Kabir Maharana,Mrs. Arjun Maharana,2014-05-16,"Plot 123, Lane 1, Cuttack",9835807940,9,92,"{""science"": 50, ""hindi"": 88, ""computer_science"": 80, ""english"": 71}"
3643,Rishabh Jena,Class 9,B,3643,Mr. Neil Jena,Mrs. Pari Jena,2015-05-11,"House 456, Lane 1, Puri",9517431208,9,83,"{""science"": 83, ""odia"": 47, ""hindi"": 48, ""computer_science"": 40, ""english"": 76, ""mathematics"": 87, ""social_science"": 86}"
3644,Darsh Lenka,Class 6,A,3644,Mr. Arjun Lenka,Mrs. Kiaan Lenka,2011-09-03,"Plot 123, Lane 1, Balasore",9798454891,9,93,"{""science"": 59, ""english"": 83, ""mathematics"": 40, ""computer_science"": 93, ""hindi"": 58, ""social_science"": 40}"
3645,Anaya Mohanty,Class 7,C,3645,Mr. Kabir Mohanty,Mrs. Dev Mohanty,2015-01-08,"House 456, Lane 1, Khurda",9229819119,9,85,"{""odia"": 41, ""computer_science"": 77, ""hindi"": 95, ""mathematics"": 50, ""english"": 60, ""science"": 51}"
3646,Ayaan Patel,Class 4,D,3646,Mr. Neil Patel,Mrs. Daksh Patel,2012-06-16,"Plot 123, Street 2, Khurda",9231821116,9,82,"{""computer_science"": 91, ""english"": 46, ""mathematics"": 69, ""hindi"": 83, ""science"": 57}"
3647,Vivaan Mishra,Class 7,C,3647,Mr. Reyansh Mishra,Mrs. Pihu Mishra,2013-12-15,"House 456, Road 3, Balasore",9529089822,9,91,"{""english"": 42, ""odia"": 61, ""hindi"": 92, ""social_science"": 57, ""mathematics"": 58, ""computer_science"": 78}"
3648,Rishabh Sahu,Class 8,A,3648,Mr. Darsh Sahu,Mrs. Divyansh Sahu,2015-07-22,"House 456, Lane 1, Puri",9261862186,9,87,"{""computer_science"": 42, ""hindi"": 80, ""english"": 68, ""mathematics"": 66, ""social_science"": 88, ""science"": 61, ""odia"": 69}"
3649,Jai Sahoo,Class 9,D,3649,Mr. Arnav Sahoo,Mrs. Arnav Sahoo,2015-01-25,"Plot 123, Lane 1, Cuttack",9885312825,9,91,"{""odia"": 74, ""social_science"": 50, ""hindi"": 71, ""science"": 53, ""mathematics"": 76, ""computer_science"": 62, ""english"": 60}"
3650,Shanaya Das,Class 8,C,3650,Mr. Pari Das,Mrs. Kabir Das,2015-07-14,"Plot 123, Lane 1, Cuttack",9970080090,9,97,"{""english"": 94, ""social_science"": 62, ""odia"": 80, ""science"": 86, ""mathematics"": 90, ""hindi"": 63, ""computer_science"": 41}"
3651,Riya Mohapatra,Class 10,B,3651,Mr. Rishabh Mohapatra,Mrs. Reyansh Mohapatra,2014-06-03,"Plot 123, Street 2, Khurda",9568645825,9,83,"{""mathematics"": 42, ""odia"": 55, ""social_science"": 42, ""english"": 74, ""hindi"": 92, ""computer_science"": 45, ""science"": 64}"
3652,Riya Behera,Class 4,D,3652,Mr. Pihu Behera,Mrs. Darsh Behera,2012-08-01,"House 456, Lane 1, Puri",9752883122,9,89,"{""odia"": 90, ""hindi"": 94, ""social_science"": 49, ""mathematics"": 85, ""science"": 55}"
3653,Avni Naik,Class 7,E,3653,Mr. Dev Naik,Mrs. Aryan Naik,2013-10-13,"House 456, Road 3, Balasore",9698152466,9,94,"{""science"": 95, ""odia"": 63, ""hindi"": 84, ""english"": 44, ""social_science"": 64, ""computer_science"": 75}"
3654,Yash Panda,Class 9,B,3654,Mr. Darsh Panda,Mrs. Anika Panda,2015-02-08,"Plot 123, Road 3, Balasore",9100148735,9,87,"{""hindi"": 82, ""science"": 80, ""odia"": 48, ""social_science"": 89, ""computer_science"": 47, ""mathematics"": 71, ""english"": 66}"
3655,Vedant Biswal,Class 9,A,3655,Mr. Ishaan Biswal,Mrs. Jai Biswal,2012-06-12,"Village, Lane 1, Cuttack",9327662913,9,88,"{""computer_science"": 42, ""science"": 63, ""hindi"": 67, ""mathematics"": 40, ""english"": 84, ""odia"": 44, ""social_science"": 92}"
3656,Diya Biswal,Class 3,B,3656,Mr. Krishna Biswal,Mrs. Anaya Biswal,2013-02-18,"House 456, Road 3, Balasore",9364066318,9,93,"{""computer_science"": 95, ""mathematics"": 49, ""hindi"": 82, ""english"": 60}"
3657,Rishabh Jena,Class 10,B,3657,Mr. Inaya Jena,Mrs. Myra Jena,2013-07-09,"House 456, Lane 1, Cuttack",9903419962,9,93,"{""mathematics"": 64, ""odia"": 65, ""english"": 75, ""social_science"": 63, ""hindi"": 52, ""computer_science"": 74, ""science"": 95}"
3658,Arjun Parida,Class 7,A,3658,Mr. Kiaan Parida,Mrs. Shaurya Parida,2015-03-13,"House 456, Lane 1, Puri",9700005121,9,83,"{""mathematics"": 85, ""social_science"": 62, ""science"": 79, ""english"": 55, ""hindi"": 51, ""odia"": 78}"
3659,Arnav Maharana,Class 6,D,3659,Mr. Kavya Maharana,Mrs. Kabir Maharana,2010-11-02,"Plot 123, Street 2, Cuttack",9484708520,9,75,"{""computer_science"": 74, ""hindi"": 59, ""odia"": 90, ""science"": 41, ""social_science"": 94, ""english"": 84}"
3660,Navya Sahu,Class 7,E,3660,Mr. Ayaan Sahu,Mrs. Vedant Sahu,2014-10-26,"Plot 123, Street 2, Mayurbhanj",9133289476,9,75,"{""english"": 87, ""social_science"": 54, ""mathematics"": 53, ""science"": 69, ""hindi"": 91, ""odia"": 43}"
3661,Aditya Mallick,Class 8,B,3661,Mr. Kiaan Mallick,Mrs. Rudra Mallick,2015-09-05,"Plot 123, Road 3, Mayurbhanj",9607958157,9,81,"{""odia"": 48, ""mathematics"": 85, ""english"": 52, ""science"": 75, ""computer_science"": 45, ""hindi"": 63, ""social_science"": 58}"
3662,Diya Patel,Class 8,E,3662,Mr. Pari Patel,Mrs. Aadhya Patel,2015-02-01,"House 456, Street 2, Balasore",9251985007,9,89,"{""hindi"": 76, ""social_science"": 79, ""odia"": 58, ""english"": 66, ""computer_science"": 57, ""mathematics"": 41, ""science"": 51}"
3663,Om Jena,Class 1,A,3663,Mr. Harsh Jena,Mrs. Anaya Jena,2013-02-02,"Plot 123, Lane 1, Puri",9310107313,9,86,"{""science"": 70, ""english"": 92, ""odia"": 73}"
3664,Inaya Tripathy,Class 7,A,3664,Mr. Kabir Tripathy,Mrs. Pari Tripathy,2013-05-29,"Plot 123, Lane 1, Puri",9584893628,9,76,"{""english"": 79, ""social_science"": 69, ""hindi"": 91, ""mathematics"": 51, ""odia"": 46, ""science"": 63}"
